timestamp,temperature_2m,relative_humidity_2m,precipitation,rain,weather_code,surface_pressure,wind_speed_10m
2026-04-26 10:00:00+08:00,29.996,74.0,0.0,0.0,2.0,1008.06726,10.009036
2026-04-26 11:00:00+08:00,31.046,69.0,0.0,0.0,2.0,1007.57495,10.086427
2026-04-26 12:00:00+08:00,31.696,66.0,0.0,0.0,2.0,1006.8804,9.422101
2026-04-26 13:00:00+08:00,32.096,65.0,0.0,0.0,2.0,1005.9846,8.891343
2026-04-26 14:00:00+08:00,32.346,64.0,0.0,0.0,2.0,1005.38727,8.766573
2026-04-26 15:00:00+08:00,31.346,70.0,0.1,0.0,2.0,1005.08154,9.605998
2026-04-26 16:00:00+08:00,31.096,70.0,0.1,0.0,2.0,1004.7806,8.647496
2026-04-26 17:00:00+08:00,30.596,72.0,0.1,0.0,2.0,1004.77747,8.12197
2026-04-26 18:00:00+08:00,29.796,76.0,0.0,0.0,0.0,1005.3713,6.9899354
2026-04-26 19:00:00+08:00,28.746,81.0,0.0,0.0,0.0,1006.36237,6.12
2026-04-26 20:00:00+08:00,27.896,85.0,0.0,0.0,0.0,1007.15546,5.1544156
2026-04-26 21:00:00+08:00,27.346,88.0,0.0,0.0,1.0,1007.651,4.379589
2026-04-26 22:00:00+08:00,26.896,90.0,0.0,0.0,1.0,1008.04736,3.6179552
2026-04-26 23:00:00+08:00,26.596,92.0,0.0,0.0,1.0,1008.145,3.0758414
2026-04-27 00:00:00+08:00,26.396,93.0,0.0,0.0,2.0,1007.8443,2.9024127
2026-04-27 01:00:00+08:00,26.296,94.0,0.0,0.0,2.0,1007.34467,2.9024127
2026-04-27 02:00:00+08:00,26.196,95.0,0.0,0.0,2.0,1006.9449,2.5959969
2026-04-27 03:00:00+08:00,26.096,95.0,0.0,0.0,2.0,1006.6448,2.0364676
2026-04-27 04:00:00+08:00,25.996,95.0,0.0,0.0,2.0,1006.4445,1.484318
2026-04-27 05:00:00+08:00,26.096,95.0,0.0,0.0,2.0,1006.44525,1.4399999
2026-04-27 06:00:00+08:00,26.446,94.0,0.0,0.0,2.0,1006.84656,1.484318
2026-04-27 07:00:00+08:00,26.946,93.0,0.0,0.0,2.0,1007.5487,1.8
2026-04-27 08:00:00+08:00,27.596,90.0,0.0,0.0,2.0,1007.952,2.5455842
2026-04-27 09:00:00+08:00,28.446,86.0,0.1,0.0,2.0,1008.0572,3.4152596
2026-04-27 10:00:00+08:00,29.496,80.0,0.1,0.0,2.0,1007.9644,5.1919937
2026-04-27 11:00:00+08:00,30.346,76.0,0.1,0.0,2.0,1007.6703,6.4096174
2026-04-27 12:00:00+08:00,31.046,73.0,0.1,0.0,2.0,1007.0759,6.696387
2026-04-27 13:00:00+08:00,31.596,71.0,0.1,0.0,2.0,1006.28094,6.9247384
2026-04-27 14:00:00+08:00,31.846,70.0,0.1,0.0,2.0,1005.5838,6.489992
2026-04-27 15:00:00+08:00,31.596,71.0,0.3,0.0,80.0,1005.0832,6.130579
2026-04-27 16:00:00+08:00,31.046,72.0,0.3,0.0,80.0,1004.6805,6.151683
2026-04-27 17:00:00+08:00,30.396,75.0,0.3,0.0,80.0,1004.5765,6.489992
2026-04-27 18:00:00+08:00,29.696,78.0,0.1,0.0,2.0,1005.0712,5.904439
2026-04-27 19:00:00+08:00,28.896,83.0,0.1,0.0,2.0,1005.9642,4.8433046
2026-04-27 20:00:00+08:00,28.196,86.0,0.1,0.0,2.0,1006.7582,3.8268526
2026-04-27 21:00:00+08:00,27.646,88.0,0.0,0.0,1.0,1007.3535,3.563818
2026-04-27 22:00:00+08:00,27.146,90.0,0.0,0.0,1.0,1007.8494,3.319036
2026-04-27 23:00:00+08:00,26.746,91.0,0.0,0.0,1.0,1008.0466,3.319036
