,total_area_px,flood_prone_px,flood_prone_pct,min_elevation,mean_elevation
DEMNAS_1915-13_v1.0.tif,10946176.0,3438814.0,31.415665160143597,-4.874033451080322,28.947898864746094
DEMNAS_1915-41_v1.0.tif,11108889.0,2754806.0,24.798213394696806,-51.821861267089844,33.83176040649414
