date,pasut_est_max,pasut_est_min,pasut_est_mean,pasut_msl_max,pasut_msl_min,pasut_msl_mean
2021-08-26,3.618965191861144,1.671311965151456,2.6222881413266865,1.1073316756085827,-0.8403215511011053,0.11065462507412516
2021-08-27,3.48686316950318,1.6864914916231797,2.587631474260778,0.9752296532506186,-0.8251420246293817,0.07599795800821685
2021-08-28,3.304413825524123,1.7096032523129998,2.5345535829940813,0.7927803092715617,-0.8020302639395616,0.022920066741519918
2021-08-29,3.093344972391593,1.742371583190729,2.4713591472895082,0.5817114561390317,-0.7692619330618324,-0.04027436896305314
2021-08-30,2.9512602141333644,1.7963977780751983,2.4083531393691646,0.439626697880803,-0.7152357381773631,-0.10328037688339675
2021-08-31,2.8048606830346317,1.8759193953459743,2.35606611227159,0.2932271667820703,-0.6357141209065871,-0.15556740398097135
2021-09-01,2.6467884090533333,1.9867977384433937,2.323435126639922,0.13515489280077198,-0.5248357778091677,-0.18819838961263935
2021-09-02,2.7554190423836697,2.0588600336376386,2.316319971128439,0.24378552613110838,-0.4527734826149228,-0.19531354512412236
2021-09-03,2.9946504175091837,1.9204436325014211,2.33595031962025,0.48301690125662233,-0.5911898837511402,-0.17568319663231158
2021-09-04,3.2558033483158857,1.7899373718623344,2.3788142961854017,0.7441698320633243,-0.721696144390227,-0.13281922006715963
2021-09-05,3.463675147988075,1.7245878988414844,2.438525973370936,0.9520416317355136,-0.7870456174110769,-0.07310754288162524
2021-09-06,3.5417782357105567,1.6493529968935343,2.506782998123137,1.0301447194579954,-0.862280519359027,-0.004850518129424497
2021-09-07,3.6395584888273165,1.5968744327341313,2.5723850971561757,1.127924972574755,-0.91475908351843,0.06075158090361432
2021-09-08,3.6909051337422722,1.6106064305514534,2.6221553220118916,1.1792716174897109,-0.901027085701108,0.11052180575933024
2021-09-09,3.6514896962867254,1.6229681363641704,2.6456133165894924,1.139856180034164,-0.888665379888391,0.13397980033693102
2021-09-10,3.521885691152371,1.6906185396758389,2.63913048573371,1.0102521748998097,-0.8210149765767225,0.12749696948114853
2021-09-11,3.4499752424464827,1.6755035711533326,2.606009740702413,0.9383417261939213,-0.8361299450992288,0.09437622444985161
2021-09-12,3.3787979671373582,1.671963129205551,2.554409277682975,0.8671644508847969,-0.8396703870470104,0.04277576143041362
2021-09-13,3.2774205714544995,1.6938513641986095,2.495374978993298,0.7657870552019381,-0.8177821520539519,-0.016258537259263406
2021-09-14,3.108506616177015,1.7706989750800224,2.440325443365616,0.5968730999244536,-0.740934541172539,-0.07130807288694552
2021-09-15,2.8904366899629785,1.9217734064910776,2.3984599611696606,0.37880317371041716,-0.5898601097614837,-0.11317355508290072
2021-09-16,2.8730109678071,2.114132270218451,2.3763736349680227,0.3613774515545387,-0.3975012460341105,-0.1352598812845387
2021-09-17,3.0879068868756714,1.912642657367913,2.3791290170609343,0.57627337062311,-0.5989908588846484,-0.1325044991916271
2021-09-18,3.3355588657626547,1.7452927388653703,2.4093320677623606,0.8239253495100933,-0.7663407773871911,-0.10230144849020073
2021-09-19,3.48839645230048,1.5877853507097632,2.4638817214831454,0.9767629360479186,-0.9238481655427981,-0.047751794769415934
2021-09-20,3.5366659101740696,1.5532396471907894,2.5320136620168223,1.0250323939215082,-0.9583938690617719,0.02038014576426095
2021-09-21,3.6530643048607274,1.4739248103696174,2.5974447078126004,1.141430788608166,-1.037708705882944,0.08581119156003902
2021-09-22,3.6794916732915524,1.5320179232120017,2.643999236649251,1.167858157038991,-0.9796155930405597,0.13236572039668948
2021-09-23,3.647810667395868,1.5395133577305242,2.6614938648851094,1.1361771511433068,-0.9721201585220371,0.14986034863254805
2021-09-24,3.5419069546839648,1.577385241562283,2.6480984874043827,1.0302734384314034,-0.9342482746902783,0.13646497115182132
2021-09-25,3.459992148474856,1.6329328579983247,2.608313762117047,0.9483586322222948,-0.8787006582542367,0.09668024586448576
2021-09-26,3.378493556098478,1.6791691308025947,2.5499768217111214,0.8668600398459168,-0.8324643854499667,0.03834330545856002
2021-09-27,3.258848120215702,1.710144964837302,2.483269881839484,0.7472146039631404,-0.8014885514152594,-0.02836363441307732
2021-09-28,3.094992481097106,1.7611889186718943,2.4201890385529676,0.5833589648445447,-0.7504445975806671,-0.09144447769959374
2021-09-29,2.912731056575019,1.8391266334264142,2.372164477002855,0.4010975403224575,-0.6725068828261471,-0.13946903924970622
2021-09-30,2.7153504760679636,1.955012594350362,2.347178618755691,0.20371695981540228,-0.5566209219021994,-0.16445489749687026
2021-10-01,2.700261029829268,2.0560520639827757,2.3485522188431855,0.18862751357670682,-0.45558145226978564,-0.16308129740937582
2021-10-02,2.9208252171129656,1.9668180682465106,2.375064261894618,0.40919170086040424,-0.5448154480060508,-0.13656925435794331
2021-10-03,3.1789110363408986,1.8698009120739332,2.421790638427965,0.6672775200883372,-0.6418326041786282,-0.08984287782459655
2021-10-04,3.407707111467344,1.762451882506999,2.4818002820287997,0.8960735952147827,-0.7491816337455623,-0.029833234223761718
2021-10-05,3.51131369510066,1.6493279593922678,2.5471364841525665,0.9996801788480987,-0.8623055568602935,0.03550296790000518
2021-10-06,3.542920474499982,1.5534466030997964,2.607717065743942,1.0312869582474207,-0.9581869131527649,0.09608354949138054
2021-10-07,3.6724794377085006,1.5713370737946448,2.651182677366481,1.1608459214559392,-0.9402964424579165,0.13954916111391968
2021-10-08,3.75118869641181,1.5820771722773292,2.6670649167583687,1.2395551801592486,-0.9295563439752321,0.15543140050580728
2021-10-09,3.730700312840863,1.5640754965981007,2.652131665914579,1.2190667965883017,-0.9475580196544606,0.14049814966201746
2021-10-10,3.6568199438396736,1.5927124485888209,2.6112930067863993,1.1451864275871122,-0.9189210676637405,0.09965949053383794
2021-10-11,3.511740608921235,1.643946933110415,2.5545001031543326,1.0001070926686735,-0.8676865831421463,0.04286658690177125
2021-10-12,3.3277986288319474,1.7129780528230527,2.4938179646210235,0.8161651125793861,-0.7986554634295087,-0.017815551631537918
2021-10-13,3.0868728904487748,1.8191094414093398,2.4412655159648797,0.5752393741962134,-0.6925240748432215,-0.07036800028768164
2021-10-14,2.840445950864763,2.005911669646359,2.406095695456497,0.32881243461220144,-0.5057218466062023,-0.10553782079606444
2021-10-15,2.8541166942605325,2.097640128485952,2.3931654234694424,0.3424831780079711,-0.41399338776660954,-0.11846809278311898
2021-10-16,3.0184076689389387,1.9156209635552446,2.4039349730091173,0.5067741526863774,-0.5960125526973168,-0.10769854324344408
2021-10-17,3.218447977841349,1.7676860542274668,2.437560058471933,0.7068144615887877,-0.7439474620250945,-0.07407345778062835
2021-10-18,3.3899326950325004,1.65346743773179,2.4896820560842414,0.878299178779939,-0.8581660785207714,-0.021951460168319947
2021-10-19,3.4462823251820707,1.5571692179349639,2.5509577528099014,0.9346488089295093,-0.9544642983175975,0.039324236557340075
2021-10-20,3.6392534589084784,1.5386661828464712,2.6083327102164953,1.127619942655917,-0.9729673334060902,0.0966991939639339
2021-10-21,3.7088170787782673,1.521086907728645,2.648875268226194,1.197183562525706,-0.9905466085239163,0.13724175197363264
2021-10-22,3.7515940379404045,1.5364137823380875,2.6639612666965133,1.239960521687843,-0.9752197339144739,0.15232775044395197
2021-10-23,3.71010119619917,1.601114596891361,2.651685306150411,1.1984676799466087,-0.9105189193612004,0.1400517898978495
2021-10-24,3.6263516215728613,1.6277619995235626,2.6162820878026998,1.1147181053203,-0.8838715167289988,0.1046485715501384
2021-10-25,3.516679741133947,1.6598220236267183,2.5656110848008176,1.0050462248813856,-0.8518114926258431,0.053977568548256194
2021-10-26,3.3828178574117684,1.715832780983678,2.5092913085020614,0.8711843411592071,-0.7958007352688834,-0.0023422077504999805
2021-10-27,3.223910943269569,1.7867732635883944,2.4578731596356493,0.7122774270170078,-0.724860252664167,-0.05376035661691203
2021-10-28,3.036138075762546,1.8799045239429946,2.421061464537055,0.5245045595099844,-0.6317289923095668,-0.09057205171550642
2021-10-29,2.8292875621949,2.0207404164528158,2.4049715687090596,0.3176540459423385,-0.4908930997997456,-0.10666194754350178
2021-10-30,2.7428289000569244,2.203417798336994,2.4108454067664153,0.231195383804363,-0.30821571791556757,-0.10078810948614603
2021-10-31,2.883556845897077,2.110066038507738,2.435964946958601,0.37192332964451547,-0.40156747774482326,-0.07566856929396026
2021-11-01,3.0719733995747713,2.009471567736644,2.4753046505933707,0.56033988332221,-0.5021619485159174,-0.03632886565919069
2021-11-02,3.238131434036356,1.8461914406732853,2.5230507973242036,0.7264979177837945,-0.665442075579276,0.011417281071642194
2021-11-03,3.483968392655865,1.6689130349424457,2.573333674796185,0.9723348764033037,-0.8427204813101157,0.06170015854362365
2021-11-04,3.7319082287296954,1.6117863739997502,2.6191712519378036,1.220274712477134,-0.8998471422528111,0.10753773568524227
2021-11-05,3.9032162672776014,1.5559262589843492,2.6513591717309968,1.39158275102504,-0.9557072572682122,0.1397256554784354
2021-11-06,3.9588208948683663,1.5607106733509672,2.661064369023,1.447187378615805,-0.9509228429015941,0.14943085277043844
2021-11-07,3.8908255845754205,1.5788060937087085,2.6451335988472984,1.3791920683228591,-0.9328274225438529,0.133500082594737
2021-11-08,3.7616734807469463,1.6171207370316827,2.6081342603316924,1.250039964494385,-0.8945127792208787,0.096500744079131
2021-11-09,3.560556002661592,1.6718756084887778,2.5592034642260555,1.0489224864090305,-0.8397579077637836,0.04756994797349412
2021-11-10,3.3450982329743755,1.776358381181645,2.5083206465026238,0.8334647167218141,-0.7352751350709164,-0.003312869749937608
2021-11-11,3.1037268027021514,1.9202367819812347,2.464807784435894,0.59209328644959,-0.5913967342713267,-0.04682573181666738
2021-11-12,2.8945710098608104,2.106787020994826,2.4359394117653355,0.382937493608249,-0.4048464952577353,-0.07569410448722591
2021-11-13,2.8499001974976217,2.104849838190204,2.4251099102640326,0.3382666812450603,-0.40678367806235727,-0.08652360598852882
2021-11-14,2.9130392074683185,1.9770706846509098,2.4320894394893537,0.4014056912157571,-0.5345628316016515,-0.07954407676320763
2021-11-15,3.02463805116166,1.866834721112576,2.4550256160813984,0.5130045349090988,-0.6447987951399854,-0.05660790017116302
2021-11-16,3.2493227077765896,1.7735537501227308,2.490867433387202,0.7376891915240282,-0.7380797661298306,-0.020766082865359525
2021-11-17,3.5078114396046938,1.674792280235979,2.534040330505166,0.9961779233521324,-0.8368412360165824,0.0224068142526046
2021-11-18,3.6588429371219293,1.6493549997607115,2.5763986477451923,1.147209420869368,-0.8622785164918498,0.06476513149263097
2021-11-19,3.7840941722590866,1.591222890712743,2.6093373732181977,1.2724606560065252,-0.9204106255398183,0.09770385696563633
2021-11-20,3.7971889636080074,1.6153544300171263,2.6263331711668805,1.285555447355446,-0.8962790862354351,0.1146996549143191
2021-11-21,3.779965771197608,1.6111286386233,2.624738437467729,1.2683322549450464,-0.9005048776292615,0.11310492121516758
2021-11-22,3.702848960884692,1.642640881508492,2.606309869863631,1.1912154446321308,-0.8689926347440693,0.09467635361106952
2021-11-23,3.5901864939281136,1.70847177302622,2.5760244071905976,1.0785529776755522,-0.8031617432263414,0.06439089093803618
2021-11-24,3.4614182649518614,1.7774919166399152,2.5402082174241727,0.9497847486993001,-0.7341415996126461,0.028574701171611316
2021-11-25,3.32132696288001,1.849238458015475,2.5055909715811375,0.8096934466274486,-0.6623950582370863,-0.006042544671423844
2021-11-26,3.1509142913537684,1.9449591517057887,2.4787403595458004,0.6392807751012071,-0.5666743645467727,-0.03289315670676096
2021-11-27,2.9667889419161297,2.0889918633965667,2.4645162275716603,0.45515542566356837,-0.42264165285599464,-0.04711728868090104
2021-11-28,2.8371096722765348,2.2440095841569088,2.464500261214197,0.3254761560239734,-0.2676239320956526,-0.0471332550383643
2021-11-29,2.8435958964290364,2.210806428323706,2.477146165371362,0.33196238017647506,-0.30082708792885526,-0.034487350881199585
2021-11-30,2.907199520834669,2.1233224429597866,2.4992579125569483,0.39556600458210767,-0.3883110732927748,-0.01237560369561308
2021-12-01,3.2215434990896528,1.9238443852845812,2.527415524436873,0.7099099828370914,-0.5877891309679801,0.015782008184311636
2021-12-02,3.5443543649709435,1.7714280201191803,2.5586082090596944,1.032720848718382,-0.740205496133381,0.04697469280713307
2021-12-03,3.7985733976524765,1.6449394422874675,2.5893973644523576,1.286939881399915,-0.8666940739650939,0.0777638481997962
2021-12-04,3.9459135688928186,1.610055592556579,2.6142324578205405,1.4342800526402573,-0.9015779236959824,0.10259894156797911
2021-12-05,3.9648357661601508,1.6393285683640613,2.6260798419906224,1.4532022499075894,-0.8723049478885001,0.11444632573806102
2021-12-06,3.906807226692229,1.6283079183404057,2.6205522981590246,1.3951737104396678,-0.8833255979121557,0.1089187819064632
2021-12-07,3.7663502187300004,1.6815570038420868,2.599072936325463,1.254716702477439,-0.8300765124104745,0.08743942007290162
2021-12-08,3.5747959911181537,1.751984722668086,2.5671163630861984,1.0631624748655923,-0.7596487935844753,0.05548284683363702
2021-12-09,3.388724020078524,1.8431433137491697,2.530558742385567,0.8770905038259627,-0.6684902025033916,0.018925226133005513
2021-12-10,3.185198961240335,1.9558288723938835,2.4946944473856965,0.6735654449877737,-0.5558046438586779,-0.016939068866864915
2021-12-11,2.999963738035862,2.0886113091460095,2.4646445846167127,0.48833022178330054,-0.4230222071065519,-0.04698893163584872
2021-12-12,2.8614036878524525,2.0759917575807045,2.4442252675763703,0.3497701715998911,-0.43564175867185684,-0.06740824867619111
2021-12-13,2.7790373702441595,2.038583087387133,2.4348780408594037,0.26740385399159816,-0.47305042886542825,-0.07675547539315764
2021-12-14,2.9111894381796146,1.9707508106694809,2.4367713016689305,0.39955592192705325,-0.5408827055830805,-0.07486221458363085
2021-12-15,3.1388655689602927,1.891007222799203,2.4498736485630888,0.6272320527077313,-0.6206262934533584,-0.061759867689472614
2021-12-16,3.359268918503636,1.8110985711612488,2.4729246066071564,0.8476354022510746,-0.7005349450913125,-0.038708909645404965
2021-12-17,3.5389492643533815,1.7439837315041458,2.5023462181985883,1.0273157481008202,-0.7676497847484156,-0.009287298053973103
2021-12-18,3.641431584237405,1.6917572676602952,2.533029051900573,1.1297980679848436,-0.8198762485922662,0.021395535648011776
2021-12-19,3.72859336703191,1.6597331554658492,2.55973784426948,1.2169598507793484,-0.8519003607867122,0.04810432801691844
2021-12-20,3.7270432921967718,1.657293823911596,2.57804194947776,1.2154097759442104,-0.8543396923409654,0.06640843322519885
2021-12-21,3.706702425636653,1.6882803264418746,2.5853004810025886,1.1950689093840916,-0.8233531898106867,0.07366696475002721
2021-12-22,3.6237461338407444,1.7315303389190322,2.5812810715162553,1.112112617588183,-0.7801031773335292,0.06964755526369393
2021-12-23,3.525282874780154,1.8147013269426875,2.5675472389580634,1.0136493585275925,-0.6969321893098739,0.05591372270550199
2021-12-24,3.411068791684418,1.8748784131501974,2.546714906498504,0.8994352754318564,-0.6367551031023639,0.03508139024594259
2021-12-25,3.2616877641811017,1.9550352570054184,2.5226820346201944,0.7500542479285404,-0.556598259247143,0.011048518367632987
2021-12-26,3.088806162039907,2.039160097781666,2.500485126735237,0.5771726457873458,-0.4724734184708952,-0.011148389517324553
2021-12-27,2.92149143953752,2.083629044364633,2.4846520344159537,0.40985792328495885,-0.42800447188792834,-0.026981481836607646
2021-12-28,2.8081544246066947,2.1148933901747435,2.4775704152884646,0.29652090835413336,-0.39674012607781783,-0.034063100964096815
2021-12-29,2.9688295616480684,2.0784786102330863,2.479491691726169,0.45719604539550707,-0.43315490601947504,-0.03214182452639225
2021-12-30,3.191220412981435,1.9997312048598226,2.489661129923862,0.6795868967288738,-0.5119023113927388,-0.021972386328699578
2021-12-31,3.449357540016549,1.8291563769352537,2.5072464725395434,0.9377240237639874,-0.6824771393173077,-0.004387043713018013
2022-01-01,3.6644680571014305,1.708066311361315,2.5310364091573567,1.1528345408488692,-0.8035672048912463,0.019402892904795355
2022-01-02,3.803611372712182,1.6555542634320162,2.5577574824681975,1.2919778564596207,-0.8560792528205452,0.04612396621563608
2022-01-03,3.8511349248836133,1.6837792360834536,2.5811558155983816,1.339501408631052,-0.8278542801691078,0.06952229934582022
2022-01-04,3.841352440525337,1.7084195668692348,2.5943959876842295,1.3297189242727758,-0.8032139493833266,0.08276247143166815
2022-01-05,3.7493237283204186,1.734497275071445,2.5939116710710786,1.2376902120678572,-0.7771362411811165,0.08227815481851719
2022-01-06,3.6115843144963184,1.7786346119690417,2.5800647403956005,1.099950798243757,-0.7329989042835197,0.06843122414303915
2022-01-07,3.4618232238679956,1.8506480558814105,2.5547020584198985,0.9501897076154342,-0.6609854603711509,0.04306854216733713
2022-01-08,3.2931844751179167,1.8973010518216766,2.5201958845604353,0.7815509588653553,-0.6143324644308847,0.008562368307873935
2022-01-09,3.1002150583638404,1.9321726144196303,2.4807695440986937,0.588581542111279,-0.5794609018329311,-0.030863972153867714
2022-01-10,2.877715228213276,1.938973441833074,2.4423746249213054,0.3660817119607147,-0.5726600744194874,-0.06925889133125596
2022-01-11,2.80846871592759,1.9875736082720676,2.4105467014451243,0.2968351996750287,-0.5240599079804937,-0.10108681480743709
2022-01-12,2.826146570985301,1.9722863649227989,2.389486348284459,0.3145130547327395,-0.5393471513297625,-0.12214716796810254
2022-01-13,2.923437841093716,1.9857544896081119,2.3826335995292167,0.4118043248411545,-0.5258790266444495,-0.12899991672334465
2022-01-14,3.095292204753203,1.8977928532064263,2.3920633676106333,0.5836586885006416,-0.613840663046135,-0.11957014864192805
2022-01-15,3.267939312328979,1.8023712051088872,2.416973003463117,0.7563057960764175,-0.7092623111436742,-0.09466051278944443
2022-01-16,3.4470357893875114,1.7753382147518786,2.4536148190209808,0.9354022731349501,-0.7362953015006828,-0.058018697231580596
2022-01-17,3.582248392788881,1.7235334236441273,2.4962709277910355,1.0706148765363195,-0.788100092608434,-0.015362588461525828
2022-01-18,3.653412496156921,1.6920035399358706,2.537781543452036,1.1417789799043598,-0.8196299763166908,0.026148027199474733
2022-01-19,3.693516777377906,1.7138957845662528,2.570573567860048,1.1818832611253445,-0.7977377316863086,0.0589400516074865
2022-01-20,3.656698231853747,1.7365666781487088,2.5888714115082214,1.1450647156011855,-0.7750668381038526,0.07723789525566005
2022-01-21,3.579637814353262,1.7905242154793017,2.5901283983141385,1.0680042981007007,-0.7211093007732596,0.07849488206157718
2022-01-22,3.4798737138242224,1.8432482173980487,2.5747708023982674,0.968240197571661,-0.6683852988545127,0.06313728614570602
2022-01-23,3.3303361859409644,1.8836166474576688,2.5460572710635696,0.818702669688403,-0.6280168687948926,0.034423754811008234
2022-01-24,3.156834709853408,1.913555848218035,2.5104035708546424,0.6452011936008466,-0.5980776680345263,-0.0012299453979189856
2022-01-25,3.007372086929381,1.909598495599349,2.476084058412779,0.4957385706768198,-0.6020350206532123,-0.03554945783978258
2022-01-26,3.011538600282431,1.9397345347103356,2.4502133030876094,0.4999050840298698,-0.5718989815422257,-0.06142021316495194
2022-01-27,3.0203651860679965,2.0091787315291154,2.4367419371941925,0.5087316698154352,-0.502454784723446,-0.07489157905836885
